2020-11-27	13:11:45	   0.000	  -0.000	 101.569	 256.117	  48.330	  60.010	 -80.000	  89.998	 101.572	 101.569	 101.566	 101.571	 101.569	 101.574	 101.573	 101.573	 101.043	 101.063	 102.704	 102.767	 101.566	 101.566	 101.574	 101.577
2020-11-27	13:11:46	   0.000	  -0.000	 101.567	 256.117	  48.330	  60.010	 -79.000	  89.998	 101.574	 101.568	 101.569	 101.567	 101.571	 101.573	 101.571	 101.573	 101.042	 101.063	 102.709	 102.758	 101.563	 101.568	 101.564	 101.577
2020-11-27	13:11:48	   0.000	  -0.000	 101.567	 256.117	  48.330	  60.010	 -78.000	  89.998	 101.575	 101.569	 101.568	 101.570	 101.571	 101.569	 101.568	 101.573	 101.042	 101.065	 102.694	 102.757	 101.567	 101.567	 101.569	 101.568
2020-11-27	13:11:50	   0.000	  -0.000	 101.567	 256.117	  48.330	  60.010	 -77.000	  89.998	 101.570	 101.571	 101.566	 101.564	 101.567	 101.571	 101.569	 101.573	 101.040	 101.058	 102.694	 102.757	 101.567	 101.568	 101.565	 101.573
2020-11-27	13:11:52	   0.000	  -0.000	 101.567	 256.117	  48.330	  60.010	 -76.000	  89.998	 101.574	 101.569	 101.564	 101.566	 101.569	 101.572	 101.566	 101.570	 101.041	 101.058	 102.701	 102.757	 101.559	 101.564	 101.571	 101.569
2020-11-27	13:11:54	   0.000	  -0.000	 101.567	 256.117	  48.330	  60.010	 -75.000	  89.998	 101.574	 101.568	 101.568	 101.563	 101.571	 101.572	 101.572	 101.574	 101.046	 101.059	 102.705	 102.754	 101.566	 101.560	 101.569	 101.569
2020-11-27	13:11:56	   0.000	  -0.000	 101.567	 256.117	  48.330	  60.010	 -74.000	  89.998	 101.572	 101.570	 101.566	 101.562	 101.566	 101.571	 101.567	 101.572	 101.044	 101.068	 102.701	 102.778	 101.570	 101.565	 101.565	 101.577
2020-11-27	13:11:58	   0.000	  -0.000	 101.567	 256.117	  48.330	  60.010	 -73.000	  89.998	 101.573	 101.566	 101.566	 101.562	 101.571	 101.569	 101.572	 101.568	 101.054	 101.065	 102.705	 102.763	 101.569	 101.567	 101.574	 101.572
2020-11-27	13:12:00	   0.000	  -0.000	 101.567	 256.117	  48.330	  60.010	 -72.000	  89.998	 101.571	 101.567	 101.563	 101.567	 101.567	 101.567	 101.571	 101.569	 101.052	 101.075	 102.694	 102.764	 101.565	 101.564	 101.573	 101.569
2020-11-27	13:12:02	   0.000	  -0.000	 101.567	 256.190	  48.330	  60.010	 -71.000	  89.998	 101.573	 101.565	 101.566	 101.563	 101.569	 101.572	 101.571	 101.571	 101.060	 101.081	 102.690	 102.777	 101.566	 101.564	 101.569	 101.569
2020-11-27	13:12:04	   0.000	  -0.000	 101.567	 256.117	  48.330	  60.010	 -70.000	  89.998	 101.568	 101.568	 101.563	 101.561	 101.569	 101.568	 101.570	 101.569	 101.066	 101.089	 102.697	 102.775	 101.570	 101.564	 101.564	 101.578
2020-11-27	13:12:06	   0.000	  -0.000	 101.567	 256.190	  48.330	  60.010	 -69.000	  89.998	 101.575	 101.566	 101.564	 101.564	 101.569	 101.570	 101.566	 101.571	 101.101	 101.106	 102.704	 102.769	 101.564	 101.559	 101.570	 101.572
2020-11-27	13:12:08	   0.000	  -0.000	 101.567	 256.117	  48.330	  60.010	 -68.000	  89.998	 101.571	 101.569	 101.564	 101.565	 101.571	 101.569	 101.570	 101.570	 101.108	 101.118	 102.691	 102.764	 101.566	 101.562	 101.573	 101.571
2020-11-27	13:12:10	   0.000	  -0.000	 101.567	 256.117	  48.330	  60.010	 -67.000	  89.998	 101.574	 101.567	 101.564	 101.569	 101.570	 101.575	 101.570	 101.572	 101.127	 101.143	 102.659	 102.766	 101.568	 101.565	 101.565	 101.574
2020-11-27	13:12:12	   0.000	  -0.000	 101.569	 256.117	  48.330	  60.010	 -66.000	  89.998	 101.574	 101.572	 101.568	 101.567	 101.571	 101.573	 101.574	 101.572	 101.146	 101.167	 102.674	 102.763	 101.571	 101.567	 101.565	 101.573
2020-11-27	13:12:14	   0.000	  -0.000	 101.569	 256.117	  48.330	  60.010	 -65.000	  89.998	 101.576	 101.573	 101.567	 101.573	 101.573	 101.571	 101.574	 101.576	 101.168	 101.191	 102.685	 102.763	 101.567	 101.565	 101.572	 101.579
2020-11-27	13:12:16	   0.000	  -0.000	 101.569	 256.117	  48.330	  60.010	 -64.000	  89.998	 101.577	 101.572	 101.569	 101.572	 101.575	 101.574	 101.573	 101.575	 101.171	 101.199	 102.642	 102.768	 101.570	 101.570	 101.572	 101.574
2020-11-27	13:12:18	   0.000	  -0.000	 101.569	 256.117	  48.330	  60.010	 -63.000	  89.998	 101.573	 101.572	 101.568	 101.572	 101.577	 101.572	 101.573	 101.577	 101.160	 101.204	 102.622	 102.776	 101.568	 101.569	 101.569	 101.573
2020-11-27	13:12:20	   0.000	  -0.000	 101.569	 256.117	  48.330	  60.010	 -62.000	  89.998	 101.573	 101.573	 101.566	 101.572	 101.574	 101.577	 101.575	 101.576	 101.167	 101.224	 102.536	 102.767	 101.574	 101.566	 101.566	 101.570
2020-11-27	13:12:22	   0.000	  -0.000	 101.569	 256.117	  48.330	  60.010	 -61.000	  89.998	 101.576	 101.572	 101.570	 101.570	 101.575	 101.569	 101.577	 101.576	 101.162	 101.233	 102.431	 102.765	 101.574	 101.563	 101.570	 101.574
2020-11-27	13:12:24	   0.000	  -0.000	 101.569	 256.117	  48.330	  60.010	 -60.000	  89.998	 101.574	 101.574	 101.568	 101.572	 101.572	 101.574	 101.569	 101.575	 101.168	 101.232	 102.314	 102.746	 101.569	 101.571	 101.572	 101.576
2020-11-27	13:12:26	   0.000	  -0.000	 101.569	 256.117	  48.330	  60.010	 -59.000	  89.998	 101.574	 101.572	 101.568	 101.568	 101.570	 101.574	 101.573	 101.576	 101.169	 101.225	 102.228	 102.761	 101.565	 101.563	 101.565	 101.574
2020-11-27	13:12:28	   0.000	  -0.000	 101.569	 256.117	  48.330	  60.010	 -58.000	  89.998	 101.576	 101.568	 101.564	 101.568	 101.576	 101.573	 101.572	 101.575	 101.188	 101.212	 102.168	 102.767	 101.568	 101.566	 101.570	 101.573
2020-11-27	13:12:30	   0.000	  -0.000	 101.569	 256.117	  48.330	  60.010	 -57.000	  89.998	 101.575	 101.571	 101.565	 101.569	 101.571	 101.571	 101.572	 101.571	 101.187	 101.196	 102.161	 102.762	 101.564	 101.562	 101.569	 101.574
2020-11-27	13:12:32	   0.000	  -0.000	 101.569	 256.117	  48.330	  60.010	 -56.000	  89.998	 101.575	 101.566	 101.568	 101.569	 101.573	 101.573	 101.572	 101.575	 101.194	 101.185	 102.188	 102.770	 101.562	 101.566	 101.566	 101.573
2020-11-27	13:12:34	   0.000	  -0.000	 101.569	 256.117	  48.330	  60.010	 -55.000	  89.998	 101.572	 101.572	 101.566	 101.569	 101.569	 101.575	 101.573	 101.574	 101.196	 101.177	 102.256	 102.757	 101.565	 101.569	 101.569	 101.575
2020-11-27	13:12:36	   0.000	  -0.000	 101.569	 256.117	  48.330	  60.010	 -54.000	  89.998	 101.577	 101.573	 101.568	 101.569	 101.571	 101.575	 101.571	 101.574	 101.184	 101.157	 102.350	 102.770	 101.568	 101.563	 101.566	 101.575
2020-11-27	13:12:38	   0.000	  -0.000	 101.569	 256.117	  48.330	  60.010	 -53.000	  89.998	 101.574	 101.568	 101.571	 101.568	 101.576	 101.575	 101.570	 101.572	 101.170	 101.143	 102.438	 102.758	 101.569	 101.564	 101.574	 101.567
2020-11-27	13:12:40	   0.000	  -0.000	 101.569	 256.190	  48.330	  60.010	 -52.000	  89.998	 101.573	 101.572	 101.567	 101.569	 101.570	 101.576	 101.575	 101.575	 101.150	 101.123	 102.499	 102.775	 101.566	 101.565	 101.570	 101.577
